TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
10-09-2026,10-09-2026,CM,BSE,STK,531518,INE767B01022,VIKASPROP,Z,,,,,VIKAS PROPPANT & GRANITE LTD.,0.27,0.27,0.26,0.27,0.27,0.26,,0.27,,,241444,64483,79,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531525,INE849B01010,ACESOFT,XT,,,,,ACE SOFTWARE EXPORTS LTD.,211,213.8,202.1,208.15,209.9,211.8,,208.15,,,32131,6668286,212,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531529,INE562E01021,SOFTRAKV,XT,,,,,SOFTRAK VENTURE INVESTMENT LTD,1.52,1.57,1.45,1.5,1.5,1.52,,1.5,,,36285,53366,63,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531530,INE658E01027,BETALA,X,,,,,BETALA GLOBAL SECURITIES LTD.,38.5,41.59,38.48,39.97,39.97,40.5,,39.97,,,32771,1279252,150,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531531,INE473B01035,HATSUN,A,,,,,HATSUN AGRO PRODUCT LTD.,1192.05,1201.85,1178.4,1192.2,1193.5,1199.95,,1194.42,,,4526,5392885,410,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531533,INE578B01015,ACCEDERE,X,,,,,ACCEDERE LIMITED,57.23,57.23,57.23,57.23,57.23,54.51,,57.23,,,458,26211,10,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531537,INE681K01026,MIZVEN,XT,,,,,MIZZEN VENTURES LIMITED,37.05,40.9,37.05,37.2,39.9,39,,37.2,,,6014,223294,20,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531539,INE864D01015,RISHDIGA,X,,,,,RISHABH DIGHA STEEL & ALLIED P,36.7,36.7,33.25,36.57,36.68,35,,36.57,,,44,1532,12,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531540,INE392G01028,MAINFRA,X,,,,,MARUTI INFRASTRUCTURE LTD.,10.55,10.9,10.55,10.56,10.56,10.56,,10.56,,,7053,74991,56,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531541,INE881A01015,KOBO,Z,,,,,KOBO BIOTECH LIMITED,4.72,4.72,4.72,4.72,4.72,4.81,,4.72,,,565,2666,10,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531543,INE247D01039,JINDWORLD,B,,,,,JINDAL WORLDWIDE LTD.,55.52,57.4,55.1,55.8,55.8,55.47,,55.65,,,2414814,136753110,4683,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531548,INE355A01028,SOMANYCERA,B,,,,,SOMANY CERAMICS LTD.,556.55,570.7,555,559.15,555.05,555.05,,559.68,,,5417,3040168,259,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531550,INE865D01012,JHACC,X,,,,,JHAVERI CREDITS & CAPITAL LTD.,173,187,170,184.35,181.3,167.65,,184.35,,,29684,5379281,212,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531552,INE754B01012,RAGHUTOB,X,,,,,RAGHUNATH TOBACCO CO.LTD.,14.38,14.49,13.05,13.4,13.4,14.38,,13.4,,,2793,38410,34,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531553,INE193D01019,DRL,XT,,,,,DISHA RESOURCES LIMITED,41.75,41.75,38.4,40.89,40.89,40.42,,40.89,,,16539,650812,89,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531556,INE558D01021,CORALFINAC,B,,,,,CORAL INDIA FINANCE & HOUSING,32.06,32.5,32.01,32.4,32.4,32.28,,32.88,,,39,1262,18,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531557,INE137E01014,AMITSEC,X,,,,,AMIT SECURITIES LTD.,39.29,39.29,39.25,39.25,39.25,39.3,,39.25,,,105,4124,3,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531569,INE860D01013,SANJIVIN,X,,,,,SANJIVANI PARANTERAL LTD.,186.1,187.9,180,180.85,180.85,186.9,,180.85,,,19524,3610637,106,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531574,INE192C01013,VASINFRA,XT,,,,,VAS INFRASTRUCTURE LTD.,7.83,7.97,7.26,7.86,7.86,7.64,,7.86,,,2617,19422,26,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531578,INE580H01026,KMFBLDR,X,,,,,KMF BUILDERS & DEVELOPERS LTD.,7.18,7.18,7.18,7.18,7.18,7.21,,7.18,,,304,2182,5,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531582,INE508J01015,BERYLSE,X,,,,,BERYL SECURITIES LTD.,25.73,28.42,25.73,28.42,28.42,27.08,,28.42,,,929,23933,8,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531583,INE483D01014,RAP,X,,,,,RAP CORP LIMITED,32.49,32.9,32.25,32.25,32.25,32.49,,32.25,,,1621,53161,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531591,INE802A01037,BAMPSL,X,,,,,BAMPSL SECURITIES LTD.,18.6,18.89,18.01,18.88,18.88,18.55,,18.88,,,2176,40003,28,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531592,INE861N01036,GENPHARMA,X,,,,,GENPHARMASEC LIMITED,1.13,1.18,1.12,1.16,1.18,1.12,,1.16,,,432751,502706,241,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531594,INE507D01010,INCON,XT,,,,,INCON ENGINEERS LTD.,28.27,28.27,28.27,28.27,28.27,28.27,,28.27,,,129,3646,3,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531595,INE180C01042,CGCL,A,,,,,CAPRI GLOBAL CAPITAL LIMITED,274.4,275.75,268,272.25,274,272.25,,272.25,,,123175,33500107,1615,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531599,INE258B01022,FDC,B,,,,,FDC LTD.,354,355.55,344.8,345.25,346.6,354.5,,345.35,,,1985,690654,183,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531608,INE792J01015,GORANIN,X,,,,,GORANI INDUSTRIES LTD.,44,44,42.14,42.14,42.14,44.44,,42.14,,,4,170,4,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531613,INE100C01024,MAL,XT,,,,,Meyer Apparel Limited,2.41,2.41,2.33,2.33,2.33,2.37,,2.33,,,2893,6868,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531624,INE695B01025,COUNCODOS,T,,,,,COUNTRY CONDOS LTD.,6.49,6.49,6.4,6.42,6.42,6.49,,6.38,,,353,2287,8,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531626,INE628B01034,OROSMITHS,XT,,,,,OROSIL SMITHS INDIA LTD.,6.6,6.6,6.26,6.38,6.36,6.4,,6.38,,,21420,138659,100,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531628,INE173E01019,TEJASSVI,XT,,,,,TEJASSVI AAHARAM LIMITED,65,68,61.8,61.8,61.8,65,,61.8,,,1699,111788,19,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531633,INE405C01035,LINCOLN,B,,,,,LINCOLN PHARMACEUTICALS LTD.,637.8,641.6,631.1,636.35,636.6,638.35,,634.73,,,4089,2596952,191,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531635,INE870J01019,SILVOAK,X,,,,,SILVER OAK (INDIA) LTD.,76.82,76.82,72.01,75.99,75.99,76.44,,75.99,,,279,21279,14,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531637,INE722B01019,PRAVEG,B,,,,,PRAVEG LIMITED,261,272,260,266.35,267,264.8,,266.45,,,10401,2790929,445,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531642,INE196A01026,MARICO,A,,,,,MARICO LTD.,814.8,814.8,799.6,802,802,810.25,,803,,,99015,79399035,1248,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531644,INE546D01018,TOKYOFIN,X,,,,,TOKYO FINANCE LTD.,19.9,19.9,18.12,18.42,18.42,19.77,,18.42,,,691,12890,17,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531651,INE654H01011,NATGENI,X,,,,,NATIONAL GENERAL INDUSTRIES LT,60.45,60.45,60.45,60.45,60.45,58.48,,60.45,,,2,120,1,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531652,INE528C01018,UVS,X,,,,,UVS HOSPITALITY AND SERVICES L,83.59,83.59,79.2,81.12,82,81.95,,81.12,,,243,19726,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531658,INE454E01013,ABATEAS,X,,,,,ABATE AS INDUSTRIES LIMITED,8.51,8.89,8.35,8.68,8.73,8.6,,8.68,,,22088,187571,66,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531661,INE863C01019,HITTCO,XT,,,,,HITTCO TOOLS LTD.,19.25,19.25,17.58,18.26,18.9,18.5,,18.26,,,20506,370977,92,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531663,INE139D01020,YUVRAAJHPL,X,,,,,YUVRAAJ HYGIENE PRODUCTS LTD.,10.8,10.9,10.21,10.39,10.4,10.68,,10.39,,,48480,512946,145,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531667,INE117K01013,RRMETAL,XT,,,,,RR METALMAKERS INDIA LIMITED,45.35,47,45.35,47,47,46.27,,47,,,44175,2003916,50,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531668,INE661D01015,VISIONCO,XT,,,,,VISION CORPORATION LTD.,2.7,2.8,2.66,2.66,2.66,2.8,,2.66,,,471,1304,10,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531671,INE214D01021,KARNAWATI,X,,,,,Karnawati Innovation Limited,1.29,1.29,1.24,1.25,1.25,1.26,,1.25,,,52016,66077,109,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531673,INE067C01025,ANKIN,X,,,,,ANKA INDIA LTD.,19.66,20.99,19.66,19.91,19.86,20.1,,19.91,,,8498,169999,46,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531676,INE554H01021,EMROCK,XT,,,,,EMROCK CORPORATION LIMITED,254.65,256,236.05,255,255,246.9,,255,,,4870,1232254,32,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531680,INE799E01011,MAYUR,XT,,,,,MAYUR LEATHER PRODUCTS LTD.,37.71,39.49,37.54,37.64,37.54,39.51,,37.64,,,28266,1067700,73,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531681,INE673C01020,AMERISE,XT,,,,,AMERISE BIOSCIENCES LIMITED,0.86,0.86,0.82,0.82,0.82,0.86,,0.82,,,16470,14081,24,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531688,INE621B01021,PRITHVIEXCH,X,,,,,Prithvi Exchange (India) Limit,105,105,99.8,104,104,103.8,,104,,,1207,125495,20,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531692,INE593B01030,KHYATI,XT,,,,,KHYATI MULTIMEDIA-ENTERTAINMEN,3.16,3.24,2.95,3.1,3.1,3.09,,3.1,,,1963,6251,12,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531694,INE230F01014,RAINBOWF,X,,,,,RAINBOW FOUNDATIONS LTD.,30.76,33.84,30.76,31.75,31.07,32.6,,31.75,,,2177,68023,33,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531716,INE843F01014,TRICOMFRU,XT,,,,,TRICOM FRUIT PRODUCTS LIMITED,1.22,1.25,1.17,1.2,1.17,1.23,,1.2,,,4154,5043,18,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531717,INE632C01026,VIDHIING,B,,,,,Vidhi Specialty Food Ingredien,347.35,349.95,339.2,339.95,339.95,349.05,,338.9,,,48680,16587528,18,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531719,INE414D01027,BHAGCHEM,B,,,,,BHAGIRADHA CHEMICALS & INDUSTR,260.1,265,258.2,258.25,258.2,263.4,,258.21,,,2294,594981,165,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531723,INE224E01028,GATECH,T,,,,,GACM Technologies Limited,0.78,0.78,0.78,0.78,0.78,0.82,,0.76,,,268977,209802,286,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531726,INE316G01019,PANCHSHEEL,X,,,,,PANCHSHEEL ORGANICS LTD.,107,113.95,107,110.65,110.4,105.55,,110.65,,,12406,1371551,192,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531727,INE650G01029,MENNPIS,T,,,,,MENON PISTONS LTD.,81.9,81.9,76.35,76.35,76.35,80.36,,76.41,,,15547,1195915,162,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531737,INE414C01045,GREENCREST,X,,,,,GREENCREST FINANCIAL SERVICES,0.61,0.64,0.58,0.64,0.64,0.61,,0.64,,,207918,125231,150,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531739,INE509C01026,GENNEX,X,,,,,GENNEX LABORATORIES LTD.,11.43,11.75,11.12,11.21,11.21,11.43,,11.21,,,149417,1696181,368,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531744,INE548B01018,GINISILK,X,,,,,GINI SILK MILLS LTD.,62.5,62.5,60,61.99,61.99,62.48,,61.99,,,2816,174216,13,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531746,INE505C01016,PRAENG,B,,,,,PRAJAY ENGINEERS SYNDICATE LTD,22.65,22.69,21.15,22.69,22.69,22.65,,22.2,,,3717,83270,54,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531752,INE703D01023,BIOGEN,X,,,,,BIOGEN PHARMACHEM INDUSTRIES L,0.27,0.27,0.26,0.27,0.27,0.26,,0.27,,,3481597,933684,924,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531758,INE131D01019,GKCONS,X,,,,,G.K.CONSULTANTS LTD.,11,12.98,10.33,10.56,11.9,11,,10.56,,,4467,48605,32,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531761,INE126J01016,APOLLOPIPE,B,,,,,APOLLO PIPES LIMITED,578.85,589.3,567.1,568.5,567.9,577.6,,569.34,,,10758,6250751,509,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531762,INE576D01015,UNJHAFOR,XT,,,,,UNJHA FORMULATIONS LTD.,36.38,36.38,33.68,33.68,33.68,35.45,,33.68,,,7796,269947,35,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531768,INE205C01021,POLYMED,A,,,,,POLY MEDICURE LTD.,1722.95,1756,1722.95,1747.55,1750.45,1723.8,,1747.7,,,2489,4343131,294,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531769,INE600F01018,PFLINFOTC,X,,,,,PFL INFOTECH LTD.,3.7,3.7,3.69,3.69,3.69,3.7,,3.69,,,18,66,3,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531771,INE311M01018,SHRADDHA,B,,,,,SHRADDHA PRIME PROJECTS LTD,153,156.75,147.75,147.75,147.75,150.6,,150.02,,,178,26746,7,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531778,INE059E01010,KACHCHH,X,,,,,KACHCHH MINERALS LTD.,28.65,28.99,26.65,27.95,28,28.05,,27.95,,,815,22506,14,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531779,INE630U01014,PADALPO,X,,,,,PADMANABH ALLOYS & POLYMERS LT,19.3,19.3,19.3,19.3,19.3,19.3,,19.3,,,828,15980,9,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531780,INE229G01022,KACL,X,,,,,KAISER CORPORATION LIMITED,6.04,6.2,5.9,5.92,5.92,6.06,,5.92,,,76051,455712,130,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531784,INE469F01026,KCLINFRA,X,,,,,KCL Infra Projects Limited,1.08,1.09,1.06,1.09,1.09,1.07,,1.09,,,57639,62506,96,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531795,INE951D01028,ATULAUTO,B,,,,,ATUL AUTO LTD.,448,458.5,447.75,449.2,450,456.5,,449.63,,,11709,5286313,342,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531802,INE426H01014,PRERINFRA,X,,,,,PRERNA INFRABUILD LTD.,23.52,24.29,23.31,24,24,23.52,,24,,,2816,66196,17,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531810,INE161E01014,METALCO,X,,,,,METAL COATINGS (INDIA) LTD.,52.54,52.7,50.6,51.5,51.5,52.8,,51.5,,,2509,129235,27,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531812,INE266C01023,SGNTE,X,,,,,SGN TELECOMS LTD.,0.64,0.64,0.62,0.62,0.62,0.64,,0.62,,,24532,15669,23,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531814,INE297J01023,TIRSARJ,X,,,,,TIRUPATI SARJAN LTD.,8.56,8.7,8.51,8.57,8.57,8.55,,8.57,,,3909,33443,14,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531821,INE348D01019,MUNOTHFI,XT,,,,,MUNOTH FINANCIAL SERVICES LTD.,58.83,58.83,58.8,58.8,58.8,57.68,,58.8,,,12,705,3,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531822,INE513E01024,RODIUM,X,,,,,RODIUM REALTY LIMITED,143.75,149.4,132.25,144.15,144.5,133.7,,144.15,,,1833,259806,46,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531832,INE793H01017,NAGTECH,X,,,,,NAGARJUNA AGRI TECH LTD.,38,39.7,38,38.11,39.5,38.15,,38.11,,,394,15192,12,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531834,INE487B01019,NATHUEC,XT,,,,,NATURA HUE CHEM LTD.,39.27,39.45,39.27,39.45,39.45,39.27,,39.45,,,1600,63093,5,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531840,INE172B01017,IECEDU,X,,,,,IEC EDUCATION LTD.,23.25,24.5,22.35,23.75,24,23.76,,23.75,,,14014,331293,102,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531841,INE935D01013,INDUSFINL,XT,,,,,Indus Finance Limited,279.55,279.55,279.55,279.55,279.55,274.1,,279.55,,,2908,812931,45,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531842,INE515C01023,LAHOTIOV,B,,,,,LAHOTI OVERSEAS LTD.,44.95,44.95,37.73,41.03,40.91,42.42,,41.05,,,8212,328497,83,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531845,INE318D01020,ZENITHSTL,B,,,,,ZENITH STEEL PIPES AND  INDUST,5.96,6.25,5.79,6.01,6.04,6.1,,5.99,,,49643,303329,110,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531859,INE457G01029,ORIRAIL,B,,,,,ORIENTAL RAIL INFRASTRUCTURE L,129,129,122,122.65,122.65,126.55,,122.32,,,14716,1836621,278,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531861,INE024B01010,JOINDRE,X,,,,,JOINDRE CAPITAL SERVICES LTD.,48.88,48.99,48.6,48.7,48.7,48.98,,48.7,,,1369,66870,29,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531862,INE842D01029,BHARATAGRI,X,,,,,BHARAT AGRI FERT & REALTY LTD.,22.46,23.09,22.33,22.45,22.42,22.31,,22.45,,,4381,99645,51,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531869,INE433G01020,SACHEMT,X,,,,,SACHETA METALS LTD.,3.69,3.8,3.66,3.8,3.77,3.63,,3.8,,,69546,260504,113,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531870,INE370C01015,POPULARES,X,,,,,POPULAR ESTATE MANAGEMENT LTD.,14.67,14.67,14.67,14.67,14.67,15.44,,14.67,,,3,44,1,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531878,INE283D01018,ANJANIFIN,X,,,,,ANJANI FINANCE LTD.,8.79,8.79,8.7,8.7,8.7,8,,8.7,,,157,1365,7,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531888,INE687C01012,REXNORD,XT,,,,,REXNORD ELECTRONICS & CONTROLS,82,87,80,85.95,85.95,83,,85.95,,,5219,431072,49,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531889,INE882B01037,NWIL,X,,,,,NURTURE WELL INDUSTRIES LIMITE,21.05,21.34,20.71,21.03,21.03,21,,21.03,,,201536,4234173,591,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531892,INE060B01014,KHANDSE,B,,,,,KHANDWALA SECURITIES LTD.,16.85,16.9,16.85,16.88,16.9,18.34,,16.96,,,200,3376,6,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531893,INE248B01023,SAWACA,X,,,,,SAWACA ENTERPRISES LIMITED,0.29,0.29,0.28,0.28,0.28,0.29,,0.28,,,338612,96977,219,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531900,INE778E01031,CCLINTER,X,,,,,CCL INTERNATIONAL LTD.,21.35,22.99,21.01,22.73,22.73,22.68,,22.73,,,473,10732,17,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531902,INE755J01012,GALLOPENT,XT,,,,,GALLOPS ENTERPRISE LTD.,38,39.85,36.1,36.45,36.2,38,,36.45,,,804,30359,14,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531909,INE587J01027,CROISSANCE,XT,,,,,CROISSANCE LIMITED,1.15,1.17,1.09,1.16,1.16,1.14,,1.16,,,498634,549473,143,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531910,INE312M01024,JOJO,XT,,,,,JOJO LIMITED,230,230,222.55,226.2,226,222.25,,226.2,,,109169,24682483,240,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531911,INE803L01016,GALAGEX,XT,,,,,GALAXY AGRICO EXPORTS LTD.,91.05,97,91.05,97,97,94.7,,97,,,253544,24272741,39,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531913,INE641H01018,CASTORA,X,,,,,CASTORA AGRI COMMODITIES LIMIT,14.58,14.58,14,14.02,14.1,13.89,,14.02,,,247330,3524391,202,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531918,INE02XD01011,HINDAPL,X,,,,,HINDUSTAN APPLIANCES LTD.,91,95.55,90,90.9,90.9,91,,90.9,,,84,7921,13,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531921,INE204E01012,AGARIND,B,,,,,AGARWAL INDUSTRIAL CORPORATION,445.05,446.2,432,433.45,432,446,,433.83,,,2059,906556,195,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531923,INE956B01013,DHAMPURE,X,,,,,DHAMPURE SPECIALITY SUGARS LTD,135.3,141.6,133.55,137.55,137.5,138.1,,137.55,,,7436,1020358,140,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531925,INE545N01019,SHAQUAK,X,,,,,SHANTANU SHEOREY AQUAKULT LTD.,1.18,1.21,1.18,1.19,1.19,1.18,,1.19,,,10318,12384,10,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531931,INE531X01018,SAICAPI,B,,,,,SAI CAPITAL LTD.,163.5,172,160.3,160.3,160.3,146,,155.34,,,692,113391,14,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531950,INE316D01024,VERTEX,XT,,,,,VERTEX SECURITIES LTD.,3.13,3.2,3.05,3.1,3.1,3.1,,3.1,,,21155,65713,38,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531952,INE811H01017,RIBATEX,XT,,,,,RIBA TEXTILES LTD.,64.98,66.95,64.98,66,66,64.25,,66,,,1230,81600,12,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531959,INE997D01021,NEWINFRA,X,,,,,NEWTIME INFRASTRUCTURE LIMITED,1.9,1.94,1.89,1.89,1.89,1.92,,1.89,,,42705,81611,134,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531962,INE914B01012,SHREMETAL,X,,,,,SHREE METALLOYS LTD.,35.94,40.99,35.94,38.01,38.01,35.94,,38.01,,,1822,68841,36,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531977,INE558F01026,CHLOGIST,XT,,,,,CHARTERED LOGISTICS LTD.,9.94,9.94,9.94,9.94,9.94,10.14,,9.94,,,260193,2586318,34,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531978,INE540G01014,AMBIKCO,B,,,,,AMBIKA COTTON MILLS LTD.,1611.9,1627.5,1602.6,1607,1604.05,1617.9,,1606.9,,,309,497045,43,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531979,INE227B01019,HINDALUMI,B,,,,,HIND ALUMINIUM INDUSTRIES LTD.,98.3,98.3,96.36,97.9,97.9,98.39,,96.97,,,104,10110,6,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531982,INE547C01018,SPECFOOD,X,,,,,SPECTRUM FOODS LTD.,16.29,16.39,15.69,15.7,15.7,15.97,,15.7,,,33853,535541,44,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531989,INE132E01015,DECPO,X,,,,,DECCAN POLYPACKS LTD.,23,23,23,23,23,24.14,,23,,,162,3726,3,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531991,INE735C01027,AMRAAGRI,X,,,,,AMRAWORLD AGRICO LTD.,0.53,0.53,0.52,0.53,0.53,0.53,,0.53,,,79073,41289,32,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531994,INE706C01028,AUTOPINS,X,,,,,AUTO PINS (INDIA) LTD.,141,141.1,141,141.1,141.1,134.4,,141.1,,,134,18906,6,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531996,INE839E01023,ODYCORP,B,,,,,ODYSSEY CORPORATION LTD.,6.9,7.28,6.9,7.24,7.24,7.24,,7.03,,,611,4416,15,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,531997,INE164D01010,IKOMA,XT,,,,,IKOMA TECHNOLOGIES LIMITED,61.04,64.55,58.9,63.5,63.5,61.48,,63.5,,,49221,3091145,114,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,532001,INE146H01018,INDCTST,X,,,,,INDUCTO STEEL LTD.,66.7,66.7,58.35,62.01,62.7,63.79,,62.01,,,197,12518,12,F1,1,,,,,
